number;title
2957;С начала года томичи взяли более миллиарда рублей ипотечных кредитов
2958;В этом году в городе откроются еще три садика
2959;Губернатор ограничил размер торговой надбавки для 23 социально значимых продуктов
2960;Федерация направит в регион 128 миллионов на поддержку малого и среднего бизнеса
2961;В марте сильнее всего подорожали орехи и сельдь
2962;Стоимость сливочного масла в Томске по-прежнему самая низкая по Сибири
2963;«Газпромнефть» арендует в Томске 12 АЗС «Лукойл»
2964;В 2014 году Контрольно-счетная палата выявила нарушений на 3,9 миллиарда
2965;Область получила 29 миллионов от федерации на капремонт жилья
2966;Частные детсады региона получат из бюджета средства на зарплаты персоналу и учебники
2967;Новая стратегия развития региона должна вывести область на первое место в Сибири
2968;Борьба с неформальной занятостью и «серыми» зарплатами поможет в кризис пополнить бюджет города
2969;Курс доллара позволит увеличить продажи «Микрана» в России
2970;«Микран» инвестировал в новый завод почти миллиард рублей
2971;Более 300 миллионов из облбюджета были неэффективно использованы в 2014 году
2972;Банки начали выдавать ипотеку на условиях субсидирования под 12 процентов
2973;Предприниматели жалуются на повышение ставок по аренде земли
2974;Средняя зарплата горожан за год выросла до 27,2 тысячи рублей
2975;Мэрия испытывает трудности в борьбе с «серыми» зарплатами
2976;В регионе — самые низкие проценты по ипотеке в СФО
2977;Город продаст семь участков под многоуровневые гаражи, автосервисы и магазины
2978;Власти предложат торговым сетям ограничить наценки на основные продукты
2979;Агентство Fitch дало стабильный прогноз кредитному рейтингу Томска
2980;Область пытается остановить рост цен на сахар
2981;Мэрия начала борьбу с зарплатами «в конвертах»
2982;Федерация выделила региону еще 355 миллионов на дороги
2983;Томск — в числе городов с высоким уровнем уверенности жителей в завтрашнем дне
2984;«Газпром» станет генеральным спонсором U-NOVUS`а
2985;В мэрии призывают горожан при трудоустройстве настаивать на «белой» зарплате
2986;Семья на средства областного гранта открыла молочную мини-ферму в Асиновском районе (фото)
2987;Аграриям во время посевной дадут кредиты под минимальные проценты
2988;Пенсионерам будут раздавать бесплатный хлеб по субботам
2989;Мэрия планирует сократить расходы на десять процентов из-за кризиса
2990;За 2014 год арендаторы земли задолжали городу полмиллиарда
2991;В регионе выросли оптовые цены на бензин и дизтопливо
2992;Большинство томичек работают в торговле, образовании и промышленности
2993;Депутаты направили средства на сады, школы и выплаты бюджетникам
2994;В феврале больше всего выросли цены на бананы, лекарства и услуги стоматолога
2995;Цены на кур и сливочное масло в Томске остаются самыми низкими в СФО
2996;Томский сенатор предложил увеличить МРОТ в два раза
2997;Губернатор сократил чиновникам командировочные и запретил покупать служебные авто
2998;В целях экономии в регионе уменьшено число премий
2999;Дефицит бюджета города уменьшен почти на сто миллионов
3000;В облдуме сократят зарплаты депутатов и сотрудников
3001;Область должна сократить число гастарбайтеров, чтобы получить поддержку федерации
3002;Пособия и льготы в регионе назначат по прожиточным минимумам 2014 года
3003;Томск — в числе городов с наименьшим числом торговых площадей
3004;Агропромышленный комплекс региона получит от федерации более ста миллионов
3005;В условиях кризиса семьи смогут забрать 20 тысяч из маткапитала на личные цели
3006;В рамках антикризисного плана проверят расходы областного бюджета
3007;В этом году в регионе будут снижаться цены на свинину
3008;В 2014 жители региона в среднем получали 32,5 тысячи в месяц
3009;Область просит правительство облегчить получение разрешения на экспорт кедрового ореха
3010;Прожиточный минимум в регионе снизился на 66 рублей
3011;Власти будут еженедельно мониторить ситуацию с безработицей и ростом цен
3012;«Сибирская Аграрная Группа» вошла в список системообразующих предприятий страны
3013;Мэрия будет активнее работать со строителями и пищевиками для пополнения бюджета
3014;В регионе одна компания снизила цены на бензин
3015;Город получил от федерации субсидии на садики, газификацию и промпарки
3016;Спикер гордумы предложил мэрии разработать антикризисный план на год
3017;В Томске — самые высокие цены на говядину в СФО
3018;В январе больше всего подорожали капуста, виноград и лекарства
3019;Томская область — на третьем месте по зарплате в Сибири
3020;Власти региона готовят антикризисный план на 2015 год
3021;Из-за кризиса областной бюджет будет скорректирован
3022;Бизнес может получить двухлетние налоговые «каникулы»
3023;По итогам года объемы добычи нефти вновь упали
3024;За год производство в регионе выросло на 0,1 процента
3025;По итогам 2014 года население региона стало беднее
3026;Власти поддержат региональных производителей в период кризиса
3027;Дефицит облбюджета на 2014 год превысил пять миллиардов
3028;Французские компании не инвестировали в экономику региона
3029;За 2014 год город потратил больше 13 миллиардов рублей
3030;Доля экспорта из области за год снизилась на 36 процентов
3031;В 2014 году внешнеторговый оборот региона упал почти на 30 процентов
3032;Оптовые цены на бензин продолжают снижаться
3033;Губернатор призвал «считать деньги», чтобы пережить кризис
3034;За год цены на вторичное жилье в Томске выросли на 5,6 процента
3035;Область — в пятерке регионов СФО с самым низким ростом цен за год
3036;Цены на бензин в регионе остаются одними из самых низких в Сибири
3037;Уровень инфляции в регионе впервые с 2008 года превысил десять процентов
3038;Область займет у жителей 300 миллионов рублей
3039;За год салат «Оливье» подорожал для томичей на 52 рубля
3040;Сбербанк не будет выдавать кредиты на строительство гаражей
3041;Сбербанк не будет повышать ставки по действующим кредитам
3042;Сбербанк повысил ставки по кредитным и дебетовым картам
3043;Для людей «с улицы» кредиты в Сбербанке подорожают минимум на семь процентов
3044;В Сбербанке прогнозируют появление большого количества финмошенников
3045;Сбербанк разберется с ажиотажным спросом на валюту в регионах
3046;Томичи спокойнее всех в Сибири отреагировали на кризис
3047;Жители области должны бюджету больше полумиллиарда рублей
3048;Ставки по аренде земли под торговые павильоны вырастут в четыре раза
3049;Депутаты повысили выкупную стоимость муниципальной земли для владельцев зданий
3050;Дефицит бюджета города на 2014 год снижен на 155 миллионов
3051;Валютные спекулянты мониторили ситуацию в банках города
3052;Активность рынка микрофинансов после Нового года пойдет на спад
3053;Депутаты добавили средства на поддержку села и развитие туризма
3054;Бюджет региона на 2015 год утвержден с дефицитом в четыре миллиарда
3055;Томичи будут покупать меньше красивых, но ненужных вещей из-за кризиса
3056;Финансовый кризис сильнее всего ударит по отдыху за границей
3057;Сбербанк прекратил выдачу валютных кредитов
3058;Томские банкиры дали свои прогнозы на развитие финситуации
3059;Томичи начинают возвращать деньги в банки
3060;Ставки по ранее одобренным кредитам Сбербанка не вырастут
3061;В 2015 году банки будут кредитовать бюджетников и держателей зарплатных карт
3062;Томичи стали массово снимать деньги с карт из-за интернет-провокаторов
3063;Мошенники рассылают томичам SMS от имени ЦБ и похищают средства с карт
3064;Сбербанк повысил ставки по ипотеке и потребительским кредитам
3065;Сбербанк прекратил автокредитование
3066;Глава Сбербанка считает, что томичи перестают паниковать из-за кризиса
3067;С начала года ОЭЗ покинули четыре компании-резидента
3068;Производители ожидают активного включения импортозамещения в свете падения рубля
3069;Цены на муку «Томских мельниц» выросли из-за подорожания зерна
3070;На развитие лесной отрасли область потратит более 500 миллионов
3071;Арендаторы лесов должны в бюджет около 80 миллионов
3072;ФАС возбудила дело против «САГ» из-за роста цен на свинину
3073;В Сбербанке ответили по жалобе томички на «плавающий» курс доллара в онлайн-сервисе
3074;В Томске наблюдается ажиотажный спрос на недвижимость
3075;Область вошла в число лидеров рейтинга инвестпривлекательности
3076;Народные новости: обещанной валюты три дня ждут
3077;По мнению губернатора, в регионе нет проблем с продуктами питания
3078;Потребность области в лекарствах для онкобольных будет закрыта
3079;Приезжие студенты инвестируют в экономику региона семь миллиардов в год
3080;По мнению Козловской, областной бюджет 2015 года превзошел по сложности кризисный 2008-й
3081;Иностранцы попросят налоговые льготы на добычу нефти в нашем регионе
3082;В Томске земля под многоэтажную застройку стоит дешевле, чем в других городах СФО
3083;Предприятия-должники уже вернули в бюджет Томска 78 миллионов
3084;Томичи должны по имущественным налогам почти 100 миллионов
3085;За неделю в регионе снизились оптовые цены на бензин
3086;Расходы бюджета города на 2014 год сокращены за счет муниципальных программ
3087;Дефицит бюджета города на 2015 год увеличен до предельного размера
3088;Зарплата жителей области увеличилась на 7,5 процента
3089;Томск занял 46 место в рейтинге благосостояния городов России
3090;Томск — на 14-м месте по росту цен на гречку в России
3091;Розничные цены на бензин в отличие от оптовых остаются неизменными
3092;В ноябре в Томске больше всего подорожали гречка и цветы
3093;За неделю в регионе подорожали яйца, мясо кур и картофель
3094;Томичам расскажут о легализации зарплат
3095;Муниципалитеты получат меньше денег на расчет тарифов на проезд
3096;Малый бизнес могут обязать использовать патентную систему налогообложения
3097;Крупным торговым и офисным центрам повысят налог на имущество
3098;Регион увеличит объем госдолга из-за растущих социальных расходов
3099;Спикер облдумы призвала власть активнее поддерживать средний и малый бизнес
3100;Организации должны за аренду лесов больше 50 миллионов
3101;Дефицит областного бюджета снизился на 324 миллиона рублей
3102;Большинство пришедших на публичные слушания поддержали проект городского бюджета
3103;Регион занял второе место в рейтинге зарплат СФО
3104;Регион входит в пятерку лидеров по снижению расходов на ЖКУ
3105;За 13 лет доходы жителей области выросли в десять раз
3106;За 12 лет в регионе сильнее всего подорожали коньяк, колбасы и сыры
3107;Зарплаты у 34 тысяч бюджетников региона вырастут с 1 декабря
3108;Спикер гордумы рассказал, на что будет тратиться Томск в 2015 году
3109;Депутаты предусмотрели в бюджете города на 2015 год средства на исполнение наказов томичей
3110;С должников по налогам в области взыскано 2,5 миллиарда
3111;За капремонт дорог и мостов город должен почти 740 миллионов
3112;Городские депутаты увеличили фонд ЧС и расходы на капремонт домов
3113;Область на четвертом месте по размеру ипотечной ставки в СФО
3114;Россия и Китай подписали меморандум о поставках газа, в том числе через наш регион (карта)
3115;Городские депутаты дорабатывают бюджет Томска на 2015 год
3116;В октябре в регионе выросли цены на огурцы, сыр и вату
3117;В регионе сохраняются одни из самых низких цен на бензин в СФО
3118;Город потратил дорожный фонд на ремонт четырех улиц
3119;Зарплаты бюджетников будут расти параллельно с сокращением их числа
3120;Регион получил от федерации средства на выплаты учителям, гранты и поддержку бизнеса
3121;За три месяца в УФАС поступило около 50 жалоб на рост цен
3122;Глава УФАС пояснил, почему в регионе не произошел скачок цен на бензин
3123;Дефицит областного бюджета в 2015 году превысит четыре миллиарда рублей
3124;Депутаты приняли областной закон о промпарках
3125;Строителей садов и школ освободили от налогов на имущество
3126;Депутат предложил отказаться от поддержки торговых сетей
3127;Депутаты гордумы сохранили льготы по налогу на имущество
3128;Спикер гордумы предложил по-новому формировать муниципальные программы
3129;В 2015 году вырастет налог на имущество для владельцев дорогих квартир
3130;Почти половину бюджета области в 2015 году потратят на зарплаты бюджетникам
3131;Счетная палата выявила ряд слабых мест в бюджете города на 2015 год
3132;Расходы города на обслуживание муниципального долга вырастут
3133;Финансирование ряда муниципальных программ в 2015 году сократится
3134;Бюджет Томска на 2015 год имеет дефицит почти в полмиллиарда рублей
3135;В регионе самые низкие цены на хлеб и масло в СФО
3136;В регионе снизился прожиточный минимум
3137;В Томске открылся региональный центр финансовой грамотности
3138;Приоритетами облбюджета в 2015 году станут детсады и повышение зарплат бюджетникам
3139;Чуть больше десяти процентов томичей считают себя финансово грамотными
3140;На улицы города выйдет троллейбус финансовой грамотности
3141;Жители региона в среднем должны 85 тысяч по кредитам
3142;Жители региона все реже закупаются на рынках
3143;Город будет выплачивать долги еще два года
3144;Жители региона заплатили на 12 процентов больше налогов, чем в прошлом году
3145;Регион — на втором месте по ценам на недвижимость в СФО
3146;В регионе завершена заготовка кормов на зиму
3147;Цены на вторичное жилье растут быстрее, чем на новостройки
3148;Два крупных холдинга, возглавляемых депутатами, накопили миллионные долги
3149;Томск снова вошел в число городов России с самыми низкими ценами на бензин
3150;Депутаты повысили плату за аренду нежилых муниципальных помещений
3151;Урожайность зерновых в регионе выше средней по Сибири
3152;Продавцы и покупатели объединяются в союз
3153;Задержание экс-мэра может негативно отразиться на имидже Томска
3154;УФАС не исключает новых штрафов в отношении Николайчука
3155;УФАС хочет знать, как голосуют депутаты, чтобы наказывать их за нарушения
3156;Мэрия лидирует по количеству нарушений антимонопольного законодательства
3157;УФАС считает, что проблему мокрушинского переезда власти могли решить без спешки
3158;В регионе одни из самых низких цен на топливо в Сибири
3159;В регионе самые низкие цены на хлеб в СФО
3160;Зарплату ниже МРОТа чаще всего платят в сферах оптово-розничной торговли и авторемонта
3161;В регионе началась кампания против «серой» зарплаты
3162;В регионе завершается уборка урожая
3163;В следующем году увеличится плата за аренду муниципального нежилого фонда
3164;В Томске увеличится ставка налога на недвижимое имущество физических лиц
3165;В регионе меньше всего зарабатывают в сфере сельского хозяйства и торговли
3166;На создание еще одного инжинирингового центра ТГУ получит 150 миллионов от Минобрнауки
3167;Сезон высоких процентов в банке «ГЛОБЭКС»
3168;В регионе необоснованно выросли цены на свинину
3169;В рейтинге Forbes томский «КДВ Групп» по доходам обошел «Яндекс» и Pegas Touristik
3170;Завтра налоговая служба проведет День открытых дверей
3171;В регионе убрано 70 процентов посевов
3172;Депутаты облдумы узаконили соцподдержку украинских переселенцев
3173;Областные депутаты выделили городу 3,5 миллиона на обустройство Губернаторского квартала
3174;Спикер облдумы прогнозирует непростую работу над бюджетом региона 2015-2017 годов
3175;Область вошла в число регионов с самой низкой процентной ставкой по ипотеке
3176;Власть планирует привлекать молодых предпринимателей к работе в селах
3177;Опытные томские бизнесмены станут наставниками молодых предпринимателей
3178;В регионе необходимо наладить производство товаров первой необходимости
3179;В регионе впервые учреждена премия для молодых предпринимателей
3180;Томск подтвердил статус «стабильный» в международных кредитных рейтингах
3181;Мэр предлагает брать плату за землю под крыльцами магазинов на Ленина
3182;На празднование 410-летия города потратили 16 миллионов внебюджетных средств
3183;Средняя зарплата чиновников в регионе превысила 50 тысяч рублей
3184;Томские предприятия будут поставлять свою продукцию шести крупнейшим российским компаниям
3185;Регион попал в пятерку по росту цен в СФО
3186;По итогам года томские предприятия будут поставлять «Газпрому» и «Газпром нефти» продукции на 2,5 миллиарда рублей
3187;Томск вошел в число городов страны с самым дешевым бензином
3188;В регионе стали строить в полтора раза больше частных домов
3189;В августе больше всего подорожали вареные колбасы, сыры и конфеты
3190;В городе самая низкая цена на хлеб в СФО
3191;Все предприятия, кроме одного, начали гасить долги по аренде городской земли
3192;Депутаты выделили средства на освещение садов и снос вокруг них деревьев и гаражей
3193;Рыба и лимоны наиболее подорожали в августе
3194;Жители региона заплатят на 14 процентов больше имущественных налогов
3195;За 2013 год томичи потратили на турпутевки 2,6 миллиарда рублей
3196;В регионе больше всего зарабатывают нефтяники, газовики и финансисты
3197;Область получила дополнительные средства на покупку отечественной сельхозтехники
3198;Все штрафстоянки в Томске должны стать муниципальными
3199;Город проводит повторную кадастровую оценку земли
3200;Сельхозпредприятия региона предложили сто вакансий для переселенцев с Украины
3201;На усиление мер безопасности в детсадах необходимо от 150 до 170 миллионов
3202;В «черный список» работодателей вошла 51 компания
3203;Московский девелопер построит ТРЦ между Томском и Северском
3204;Замгубернатора обсудит с руководством «Томлесдрева» строительство завода ДСП
3205;ФАС просит томичей сообщать о росте цен на продукты
3206;Морковь, валидол и отопление больше всего подорожали в Томске в августе
3207;Регион на втором месте по уровню зарплат в СФО
3208;Больше 20 процентов жителей региона получают зарплаты «в конвертах»
3209;Бюджет региона потеряет около 500 миллионов из-за санкций
3210;Срок уплаты транспортного налога изменился
3211;Штрафы за нарушение ПДД будут тратить на ремонт и содержание дорог
3212;На завершение строительства футбольного манежа выделено 246 миллионов
3213;На жилье для льготников региона направлено более 115 миллионов
3214;В регионе сформируют нефтехимический кластер
3215;Обновленный проект «ИНО Томск 2020» поможет региону привлечь средства из федерации
3216;«Газпром» поможет региону разработать долгосрочную финансовую модель
3217;Дорога Томск — Самусь позволит вывести на новый уровень лесную отрасль области
3218;Минтранс выделит средства на строительство автодорог в регионе
3219;Губернатор пояснил изменения концепции проекта «ИНО Томск 2020»
3220;Прожиточный минимум в регионе увеличен до 8 815 рублей
3221;Региону выделят больше 200 миллионов на развитие бизнеса
3222;На развитие инфраструктуры промпарка выделено 280 миллионов
3223;На подготовку к зиме регион потратит более 750 миллионов
3224;За полгода томичи потратили на покупки 58 миллиардов рублей
3225;В конце года жителям севера вернут отдельный прожиточный минимум
3226;В регионе выросли цены на картофель
3227;В регионе проживают четыре миллиардера
3228;Круглосуточный доступ к счету фирмы с Альфа-Cash (фото)
3229;В сфере лесного хозяйства региона почти не осталось долгов
3230;Общую стоимость возобновляемых ресурсов региона оценивают в 15 миллиардов
3231;Область намерена развивать сферу возобновляемых природных ресурсов
3232;Пиво, валидол и билет в купе больше всего подорожали в Томске в июне
3233;Депутаты одобрили расходы на исследование пассажиропотока, остановки и ремонт кладбищ
3234;В регионе растет число убыточных предприятий
3235;Счетная палата обеспокоена ситуацией с бюджетом региона
3236;Объем госдолга региона продолжает расти
3237;Область потратит средства на садики, школы, инвалидов и сохранение поезда до Асино
3238;Мэрия опубликует информацию о компаниях-должниках бюджета
3239;Более 58 миллиардов налогов поступило за пять месяцев в бюджет РФ с территории области
3240;Фонд ЖКХ одобрил заявку региона на 232 миллиона для расселения аварийного жилья
3241;Доходы городского бюджета превышают расходы
3242;Почти весь областной бюджет потратят на госпрограммы
3243;Объем инвестпроектов, реализованных при поддержке области, достиг 15 миллиардов
3244;Около 28 процентов томичей купили свою машину в автосалоне
3245;Регион не должен допустить падения добычи нефти и газа
3246;В ОЭЗ хотят зайти пять новых резидентов с инвестициями на 1,3 миллиарда
3247;К 2017 году в регионе вдвое повысят зарплаты работникам профобразования
3248;Капуста, мясо и билет на поезд больше всего подорожали в Томске в мае
3249;Глава областного УМВД стал самым богатым среди томских «силовиков»
3250;Крах ЗПП «Томский»
3251;О чем молчит губернатор
3252;Расходы Фонда ОМС в 2014 году вырастут на 193 миллиона
3253;Спикер облдумы призывает менять политику на рынке труда региона
3254;В Томске стартовал бизнес-марафон в честь Дня российского предпринимательства (фото)
3255;Темпы посевной в области сдерживает плохая погода
3256;В погоне за нефтью
3257;Четыре общественных организации выселили из муниципальных помещений
3258;Комбинат торговли и общественного питания ликвидируют
3259;Мэрия намерена продать здание Гуманитарного лицея с землей за 73,5 миллиона
3260;Томская область на втором месте по уровню зарплат в СФО
3261;Глава региона подписал соглашение с руководителем «Росгеологии»
3262;ФАС усилит контроль за госзакупками в селах
3263;Александр Цымбалюк стал самым «богатым» заместителем мэра
3264;Не все предприятия выполняют обязательства по посевной
3265;Область поможет предприятию в Асино наладить глубокую переработку льна
3266;«Мария-Ра» за 2,6 миллиона рублей приобрела участок для строительства магазина
3267;Размер земельного налога для бывших городских больниц может серьезно вырасти
3268;Критерии оценки эффективности муниципальных программ должны быть изменены
3269;В мэрии придумали способ борьбы с теневым рынком продажи земли
3270;Как жильцам накопить на ремонт своего многоквартирного дома?
3271;Область вошла в число регионов, где опробуют Национальный рейтинг инвестиционной привлекательности
3272;Область будет поощрять геологоразведку налоговыми льготами
3273;Резиденты ОЭЗ вдвое превысили план по отчислению налогов в 2013 году
3274;На повышение зарплат педагогов школ и садиков в этом году потратят полмиллиарда
3275;Регион получил от федерации 372,8 миллиона рублей на соцпрограммы
3276;Городские власти подсчитали доходы и расходы бюджета за два месяца
3277;Ипотечные программы для вторичного рынка в банке «ГЛОБЭКС» стали еще доступнее
3278;Прошлый год оказался финансово удачным для районов области
3279;Прожиточный минимум в четвертом квартале 2013 года уменьшился более чем на 300 рублей
3280;«Магазин будущего» начнут строить в Томске в 2015 году
3281;Магазин дикоросов на Центральном рынке откроется весной
3282;Основными налогоплательщиками в регионе остаются нефтяники и пивовары
3283;В этом году нагрузка на областной бюджет в рамках реализации указов президента увеличится вдвое
3284;В 2014 году средняя зарплата в регионе вырастет до 33 тысяч рублей (таблица)
3285;Инфляция в 2014 году в регионе составит 5,2 процента минимум
3286;Отток капитала из региона связан с переводом одной из компаний миллиардной суммы в оффшоры
3287;Городской бюджет 2014 года пополнился на 2,8 миллиарда рублей
3288;Власти намерены сократить дефицит бюджета за счет продажи двух зданий с земельными участками
3289;Спикер облдумы заявила о предстоящем тяжелом годе
3290;Мэрия намерена взимать налоги с томичей, сдающих квартиры
3291;Госдолг региона увеличился до 45 процентов
3292;На ликвидацию ЧС в Томске ушло более 70 миллионов рублей
3293;Гринпис подозревает «Газпромнефть-Восток» в сокрытии масштабов разлития нефти (фото)
3294;УФАС проверяет сообщение о росте тарифов на перелет Томск — Москва
3295;ОЭЗ ищет свое место
3296;2013: вспомнить всё (фото)
3297;В центре города на месте гаражей построят многоэтажку
3298;В промпарке построена основная часть инфраструктуры
3299;Застройщика повторно оштрафовали за строительство без разрешения
3300;Прокуратура заставила ОЭЗ разрабатывать санитарно-защитную зону
3301;Метод Жвачкина
3302;Дефицит областного бюджета сократится на 300 миллионов рублей
3303;Регион получил максимальную оценку в рейтинге инвестиционной привлекательности
3304;Как военнослужащему решить жилищный вопрос?
3305;Депутаты гордумы одобрили главный финансовый документ Томска на следующий год (фото)
3306;Новогоднее настроение с банком «ГЛОБЭКС»
3307;Овощи и яйца больше всего подорожали в ноябре
3308;Дефицит областного бюджета вырос на десять миллионов рублей
3309;Иностранные инвесторы значительно сократили вложения в экономику региона
3310;Большинство пришедших на публичные слушания поддержали проект городского бюджета
3311;Томичей приглашают на бесплатные лекции ведущих экономистов и юристов
3312;Объем фондов непредвиденных расходов в районах города должен увеличиться до пяти миллионов рублей
3313;В Рыбаловском сельском поселении придумали, как увеличить доходы бюджета
3314;Городские депутаты решили уменьшить доходную часть бюджета
3315;В обсуждении проекта городского бюджета смогут принять участие все желающие
3316;Областной бюджет на ближайшие три года не обойдется без дефицита
3317;Бюджет следующего года сохранит социальную направленность
3318;Томичи смогут получить бесплатные онлайн-консультации по финансовым вопросам
3319;В следующем году доходы городского бюджета могут уменьшиться на 722 миллиона рублей
3320;Регион утвердит концепцию агломерации «Томск — Северск — Томский район» в апреле 2015 года
3321;Показатели уплаты имущественных налогов в области отстают от прошлогодних
3322;Прожиточный минимум в регионе вырос на 122 рубля
3323;На подготовку региона к зиме из бюджета направлено около миллиарда рублей
3324;Область выделит на решение проблем обманутых дольщиков еще около 720 миллионов рублей в ближайший год
